gene,260Sch-1_S13,260Sch-2_S14,260Sch-3_S15,820LT-1_S1,820LT-2_S2,820LT-3_S3,820Sch-1_S10,820Sch-2_S11,820Sch-3_S12,G260-1_S4,G260-2_S5,G260-3_S6,G260sch-1-23468787,G260sch-2-23468788,G260sch-3-23468793
PBANKA_0210100,2088,1888,1926,109,72,35,3894,3549,2795,19,21,12,1550,1204,1626
PBANKA_0210200,12324,10716,10413,13376,6965,16257,13459,15352,11915,13539,17323,14402,11401,6133,7751
PBANKA_0210300,1630,1322,1529,213,97,152,1536,1249,948,41,40,37,596,497,773
PBANKA_0210400,11352,10477,10826,4988,2345,5459,11349,12636,8838,4461,5349,4768,5372,5126,5925
PBANKA_0210500,12748,10634,11094,4963,1585,4545,8379,9301,6797,3318,3714,3315,4822,4140,5154
PBANKA_0210600,57723,46315,48792,42668,19607,43324,27610,30423,22281,37711,44332,37566,13028,11616,15392
PBANKA_0210700,6397,5412,5859,2812,1315,3233,4901,5119,3504,2816,3073,2878,2207,1869,2642
PBANKA_0210800,4097,3295,3878,2915,1690,3527,2890,2740,2043,2767,3004,2905,1062,1022,1471
PBANKA_0210900,1288,861,951,1229,582,1412,683,683,505,1008,1226,1041,215,194,307
PBANKA_0211000,2176,2144,2107,2205,1323,2936,1630,1967,1319,2790,3475,2805,801,576,751
PBANKA_0211100,1944,1912,1905,717,320,678,1626,1764,1333,646,779,676,812,681,754
PBANKA_0211200,3519,2985,3274,1775,994,2042,4833,5002,4100,1958,2186,1905,4992,2564,3171
PBANKA_0211300,4662,4024,4022,3795,1970,5002,3562,3743,2963,4565,5402,4328,1917,1740,2564
PBANKA_0211400,6500,5047,5428,5749,2645,6801,3073,3058,2293,4127,4845,4051,1282,1298,1729
PBANKA_0211500,20018,15888,17826,18366,9275,23849,10230,10198,7685,17924,20141,17485,3548,3721,5970
PBANKA_0211600,3367,2274,3008,1993,854,2051,2217,1937,1472,1781,2198,1848,1085,922,1359
PBANKA_0211700,552,416,463,526,243,467,372,473,279,467,479,505,135,133,121
PBANKA_0211800,1782,1428,1593,1031,398,1162,1026,931,750,975,1082,809,441,327,541
PBANKA_0211900,12959,10891,11345,6256,2097,5395,9030,8798,6718,4253,5289,4282,3545,3158,3460
PBANKA_0212000,2192,2267,1865,587,209,463,5768,6684,4948,457,678,513,11498,6563,6641
PBANKA_0212100,30798,29129,27303,26729,21682,42482,23158,26466,20223,36223,45365,36353,10625,8863,12035
PBANKA_0212200,13386,11456,12019,4475,1574,4228,8204,7651,6390,3388,3805,3104,3985,3666,3892
PBANKA_0212300,2708,2219,2214,1911,751,1831,2300,1981,1446,1763,1986,1727,895,617,848
PBANKA_0212400,4229,3407,3541,5174,2520,6425,2836,2549,1864,4376,4991,4406,662,772,995
PBANKA_0212500,854,619,683,832,392,918,604,518,403,804,860,831,149,131,141
PBANKA_0212600,65,45,91,108,30,48,238,448,296,23,39,25,25,25,21
PBANKA_0212700,10646,9630,8666,7124,5541,8732,8070,10745,7710,7992,9923,7957,3655,2910,3597
PBANKA_0212800,5466,6061,5186,807,344,682,17094,15389,11410,395,403,381,17614,13740,21277
PBANKA_0212900,6944,5926,6491,5134,2164,5770,6641,6298,4328,3646,3850,3615,3832,2844,3399
PBANKA_0213000,10632,9321,9585,8321,4995,10284,8565,9134,6789,7737,8937,8237,4098,3691,4664
PBANKA_0213100,2519,2378,2090,2039,1160,2908,1738,1916,1462,2262,2729,2358,815,719,1202
PBANKA_0213200,40108,33224,34618,9765,3182,9539,39522,34955,27478,2497,2648,2017,21373,19369,25974
PBANKA_0213300,1897,1473,1716,1443,895,2009,1119,1041,791,1897,2370,1965,433,472,628
PBANKA_0213400,8040,7043,6645,7548,3676,9181,16887,18804,13749,8160,10848,8251,16264,8272,9712
PBANKA_0213500,2706,2679,2337,2664,1710,3517,9894,12755,9305,3145,3861,3415,10156,5347,5478
PBANKA_0213600,9668,9421,8468,4027,2308,5111,13128,13772,10697,4475,5923,4631,28865,16845,26763
PBANKA_0213700,2998,2570,2591,2551,1545,3659,2009,2140,1661,2929,3695,2881,1001,939,1603
PBANKA_0213800,2883,2777,2794,1119,549,1114,7295,6922,4454,898,1349,989,4904,4161,6234
PBANKA_0213900,1027,1198,988,73,38,35,3758,4190,3010,28,27,22,2136,1703,2573
PBANKA_0214000,2888,2846,2346,1014,539,684,9174,10240,9084,386,553,395,2566,2202,2782
PBANKA_0214100,488,453,446,516,313,744,241,276,170,726,804,718,100,70,122
PBANKA_0214200,7331,6313,6133,9365,4728,11669,3522,3650,2678,10372,12204,10469,1383,1364,1912
PBANKA_0214300,17501,14675,15149,10296,4970,13639,13330,12567,9505,10227,13477,10680,10133,6715,9904
PBANKA_0214400,60383,49960,48257,27940,11351,31603,79503,78237,61099,20581,23248,19813,163835,83255,130671
PBANKA_0214500,4107,4450,4037,1200,672,1626,9579,9368,6601,1381,2031,1552,10445,8786,15405
PBANKA_0214521,34,46,37,12,13,13,74,59,46,6,23,9,29,16,20
PBANKA_0214531,13,10,15,7,3,6,37,6,25,9,27,3,10,8,3
PBANKA_0214550,4642,3877,3878,6796,3747,9112,2607,2689,2217,5796,5407,5899,806,867,1269
PBANKA_0214600,19358,17181,16583,9998,4603,12340,31703,37488,31533,12844,17354,12138,65739,34032,45510
PBANKA_0214700,37632,35284,35175,23791,11628,28425,47938,50373,38170,23660,26876,24113,45006,31568,41188
PBANKA_0214800,13450,13731,12604,8328,4916,10300,28369,34047,25758,10850,13144,10430,20424,11631,13434
PBANKA_0214900,2798,2585,2534,1456,798,2003,7254,8398,6427,1479,1879,1505,6229,3045,4047
PBANKA_0214951,315,249,247,394,171,548,251,228,171,272,316,257,87,70,171
PBANKA_0215550,411,325,353,500,226,634,357,326,237,334,498,394,97,90,211
PBANKA_0215700,67,75,72,107,71,175,127,167,101,115,134,117,14,5,6
PBANKA_0215800,107,78,53,3398,1632,3758,1738,1610,1123,75,105,107,16,11,8
PBANKA_0215900,11,17,17,108,33,135,64,78,44,25,17,17,2,2,2
PBANKA_0216000,5870,5213,5158,1169,451,1123,5349,5081,3945,894,1197,955,3896,3585,4620
PBANKA_0216021,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0
PBANKA_0216041,1117,1043,1018,440,272,548,1996,2326,1796,1328,1745,1297,3608,1866,2226
PBANKA_0216061,2379,1965,1761,645,344,673,208,295,165,5590,7285,6517,413,340,259
PBANKA_0216081,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PBANKA_0216701,217,183,156,305,197,372,90,88,67,461,437,419,44,48,53
PBANKA_0216721,5,1,2,8,0,5,4,2,4,5,5,7,4,2,1
PBANKA_0216741,1147,997,989,750,402,921,2072,2165,1738,992,1312,991,2817,1472,1386
PBANKA_0216761,6314,6848,4925,556,153,433,32787,34261,25496,400,594,552,74692,40433,46027
PBANKA_0216781,5859,5983,5797,273,112,255,13178,14226,9847,199,206,215,12802,9219,10922
PBANKA_0216801,1000,1028,664,267,118,217,4489,3835,3378,241,284,281,20372,11703,13167
PBANKA_0300100,233,241,201,635,225,435,4162,4145,3130,43,40,37,122,82,131
PBANKA_0300200,157,128,155,241,95,223,142,166,167,310,319,311,107,43,52
PBANKA_0300300,1372,1363,1242,858,413,741,421,588,423,2027,2684,2004,299,232,230
PBANKA_0300400,18,10,4,11,9,20,14,24,19,13,20,8,10,5,3
PBANKA_0300500,57,43,42,174,101,222,75,131,83,124,168,107,43,17,29
PBANKA_0300600,36587,34873,30011,33932,19517,47131,131999,168178,126003,37713,48933,37577,163448,83046,100204
PBANKA_0300700,5452,5158,5523,1554,782,1467,9940,9403,6717,1384,1717,1426,7791,6985,9925
PBANKA_0300800,1579,1231,1202,942,433,961,1202,1139,683,607,805,668,526,447,485
PBANKA_0300900,762,655,715,1085,452,1032,653,781,515,706,692,663,190,178,166
PBANKA_0301000,21245,26453,23334,4925,3010,4221,94399,109182,70523,5773,6862,6568,98620,79927,86114
PBANKA_0301100,3909,3626,3693,2487,1271,2381,4727,4719,2995,2479,2542,2464,2802,2387,3006
PBANKA_0301200,2148,1705,2003,1226,518,1189,2104,2260,1472,573,570,618,871,752,627
PBANKA_0301300,9908,9152,8734,5123,3353,6346,14225,15543,13030,2914,3389,2788,3461,3040,5756
PBANKA_0301351,40,48,38,3,13,26,77,90,92,5,20,7,6,1,1
PBANKA_0301400,1903,1564,1600,3088,1297,3487,931,1287,906,1808,1905,1717,359,332,443
PBANKA_0301500,4218,4465,3401,3207,2832,4408,20583,32671,20989,4376,5427,4611,15725,9403,9406
PBANKA_0301600,2088,1689,1779,4270,2967,669,18345,18784,12649,506,641,518,1853,1348,1900
PBANKA_0301700,2838,1891,2342,2137,770,1810,2627,2327,1656,1292,1702,1564,350,379,294
PBANKA_0301800,278,261,199,139,66,94,715,1048,812,77,134,93,226,203,272
PBANKA_0301900,6539,6336,6718,2183,842,2273,8994,9600,7099,1860,2099,1647,4935,4001,4988
PBANKA_0302000,8778,9968,8243,3988,2221,4114,37480,44573,29540,3677,4537,4112,26836,15818,17802
PBANKA_0302100,3688,2902,3287,1362,561,1118,4349,4198,2818,810,876,817,3647,2368,2446
PBANKA_0302200,1621,1142,1448,611,219,541,1759,1775,1371,212,253,244,1507,968,906
PBANKA_0302300,1324,1147,1060,2102,948,2181,2041,2294,1649,2120,2750,2513,1293,712,564
PBANKA_0302400,1211,1050,1131,1592,576,1502,1122,955,650,1331,1420,1273,522,392,505
PBANKA_0302500,44465,41731,43419,26182,11530,33066,34248,33468,25777,27579,32997,26544,16634,14247,24317
PBANKA_0302600,537,464,433,1113,527,947,1512,1308,877,836,1116,1000,167,138,98
PBANKA_0302700,627,460,569,1236,371,944,403,377,253,673,772,785,72,68,78
PBANKA_0302800,2065,1727,1611,1206,614,1255,1660,2382,1886,1170,1352,1135,1916,1235,1734
PBANKA_0302900,11,10,10,20,22,0,295,975,577,7,3,3,36,52,24
PBANKA_0303000,50,61,62,28,10,6,298,513,428,1,10,2,39,49,33
PBANKA_0303100,2653,2241,2338,2567,1287,2920,1612,1792,1236,2389,2808,2458,809,626,811
PBANKA_0303200,3958,3387,3616,3408,1830,4367,3411,3194,2542,3287,3819,3322,1595,1072,1571
PBANKA_0303300,2210,1940,1901,1397,558,1391,2507,2783,1770,1237,1473,1171,1164,1161,1434
PBANKA_0303400,5813,4879,5451,2721,1544,3614,6447,6050,4488,2484,2922,2601,2411,2155,3014
PBANKA_0303500,2388,2140,2338,894,517,822,3602,3663,2421,725,776,729,1217,1066,1273
PBANKA_0303600,70570,62759,62968,38306,18899,46797,47001,47487,35938,36740,44573,36169,21426,20741,28980
PBANKA_0303700,17990,15098,16178,9199,4845,11844,16889,17856,13276,7409,8974,7345,13067,10571,15515
PBANKA_0303800,5138,5417,5080,1076,564,1384,6377,7259,4810,841,1123,883,8068,5228,6441
PBANKA_0303900,9906,9159,7469,1334,858,1720,17217,21109,16432,1616,3190,1930,25353,14652,23271
PBANKA_0304000,2595,2269,2020,2532,737,2250,4854,4584,3336,1666,1803,1563,2222,1779,2561
PBANKA_0304100,2212,1668,1710,1773,669,1654,3290,3082,2381,1366,1690,1350,3004,1606,1967
PBANKA_0304200,743,669,614,833,581,1184,707,827,670,1178,1418,1216,383,223,252
PBANKA_0304300,1083,970,967,2117,954,2387,3035,3636,2931,2027,2812,2062,2189,1140,754
PBANKA_0304400,13295,13931,13373,2233,1576,3182,20380,21355,15800,2602,3527,2708,13810,11203,17889
PBANKA_0304500,10829,10677,9866,2775,1177,2706,25881,25877,18775,2191,2845,2300,33204,20420,26176
PBANKA_0304600,299,310,332,506,220,615,338,277,197,589,686,581,90,48,75
PBANKA_0304700,534,372,369,145,63,243,146,208,127,252,281,259,140,99,168
PBANKA_0304800,59375,51753,56772,4728,1425,3718,55814,50510,39038,1372,1418,1483,34263,31420,39259
PBANKA_0304900,238353,243543,203023,39309,17490,52596,290007,327541,263532,35569,47233,35790,314794,193643,303820
PBANKA_0305000,531531,621068,512135,5768,3171,7569,776402,818653,612553,7665,9087,8407,509539,403117,633770
PBANKA_0305100,540921,604135,550577,7237,2621,5573,700951,691983,513654,3510,3891,3788,496724,407532,644752
PBANKA_0305200,12695,10576,11353,6413,3073,7198,9382,8805,6601,4908,5555,4920,3456,3383,4334
PBANKA_0305300,1620,1570,1483,1672,974,1723,5987,7127,5261,1800,2068,1913,5373,2904,2273
PBANKA_0305400,1521,1311,1242,1519,517,1218,1712,1812,1256,974,1171,1036,840,578,710
PBANKA_0305500,944,772,733,957,396,942,864,1004,682,829,1125,764,451,300,387
PBANKA_0305600,4590,3433,3620,2358,1047,2742,2630,2510,1976,1537,1724,1714,1269,1166,1652
PBANKA_0305700,2345,2054,2252,1645,736,1695,2710,2546,1966,1097,1235,1060,804,698,923
PBANKA_0305800,4386,3577,3788,4066,2246,4745,2576,2532,1848,3454,3839,3534,1078,984,1178
PBANKA_0305900,1703,1345,1604,1716,825,1784,1379,1328,898,1439,1739,1385,427,386,515
PBANKA_0306000,7906,5096,6547,3070,1089,2429,6289,7771,5993,1161,1547,1194,1639,1640,2064
PBANKA_0306100,995,768,738,713,251,608,1178,2176,1786,718,981,772,541,513,470
PBANKA_0306200,8330,7196,7309,6914,3545,9161,5948,6091,4586,9037,11018,8296,4412,2725,3566
PBANKA_0306300,6509,5628,5707,4918,3134,7375,4499,4178,3057,5973,7566,5981,2289,1881,2754
PBANKA_0306400,1382,1129,1218,1525,926,1878,928,1046,705,1589,2020,1739,309,270,337
PBANKA_0306500,6055,5535,5593,6040,3270,7356,5239,5013,3945,6122,7134,6069,2245,2002,2829
PBANKA_0306600,1050,973,1010,231,134,39,2628,2957,1998,27,33,40,1424,763,1075
PBANKA_0306700,14386,14651,14430,350,129,263,27622,25466,18553,205,194,226,15085,12236,15654
PBANKA_0306800,38733,32668,31769,44235,21114,56341,23777,23885,19099,50088,57871,47041,11122,9485,13797
PBANKA_0306900,8768,8206,8228,5244,3027,6666,11403,10438,8137,4995,5691,5061,4007,3528,5512
PBANKA_0307000,19841,19505,19632,18289,15854,29527,20813,23798,19240,27602,32690,28170,14118,9674,13717
PBANKA_0307100,22904,20218,21653,7752,3035,7638,18644,21228,16133,5211,5459,4911,8725,7759,10791
PBANKA_0307200,4428,3362,3680,2765,1119,2815,3497,3912,2757,1853,2229,1755,1265,1069,1379
PBANKA_0307300,1834,1699,1591,1936,1165,2953,973,1081,802,1691,1933,1886,361,401,498
PBANKA_0307400,1996,1820,1730,1626,540,1336,2972,3044,2164,1328,1712,1312,3821,2500,4086
PBANKA_0307500,2885,3397,2467,74,33,57,11274,11988,9008,60,98,102,16048,10111,16368
PBANKA_0307600,1766,1778,1688,794,342,438,5850,5857,3739,480,640,592,8211,5031,5297
PBANKA_0307700,53,42,52,40,6,19,80,76,53,15,14,20,46,39,48
PBANKA_0307800,12795,11786,11380,9984,5282,12493,20033,18502,15026,10818,12170,10458,14395,9155,11890
PBANKA_0307900,771,566,678,1654,494,1419,480,583,357,1077,1131,1113,142,123,118
PBANKA_0308000,3036,2526,2806,2160,900,2058,2931,2779,2090,1337,1646,1356,1126,1072,1306
PBANKA_0308100,7871,6110,6343,5494,2743,6437,3926,3559,2537,4912,5451,4848,1673,1695,2210
PBANKA_0308200,405,378,308,396,121,307,791,873,660,40,63,41,320,246,305
PBANKA_0308300,11429,11486,11606,4781,2027,4709,21916,24053,16680,3181,3370,3049,15232,12843,16408
PBANKA_0308400,503,428,515,464,250,540,469,383,244,346,373,367,125,124,140
PBANKA_0308500,3157,2776,2602,3838,1859,4442,3478,3415,2621,3703,4418,4015,2106,1361,1303
PBANKA_0308600,18085,15221,15411,24639,12817,28304,15675,17116,12645,21355,23157,21442,21115,11866,17124
PBANKA_0308700,345,328,290,329,193,321,448,518,290,212,241,212,281,241,329
PBANKA_0308800,2151,1718,1849,1257,490,1270,1930,1852,1153,945,1012,852,669,631,774
PBANKA_0308900,6655,5308,5981,3192,1055,2886,5383,4909,3484,2407,2948,2589,2210,1747,2199
PBANKA_0309000,2564,2229,2335,2650,1319,3219,1844,1877,1428,2143,2411,2158,614,552,869
PBANKA_0309100,14095,12568,12467,8859,5155,12610,10155,11386,8735,11599,15450,11396,5604,4571,6589
PBANKA_0309200,9161,8366,8448,2776,1167,2663,7763,8910,6083,2398,2751,2430,3877,3371,4502
PBANKA_0309400,18404,15153,15961,8129,2618,7737,14294,13111,10454,5949,7599,5732,5718,4858,6272
PBANKA_0309500,2394,2941,2000,293,180,419,13985,15764,11754,120,190,159,31236,15228,25598
PBANKA_0309600,1502,1374,1425,1299,569,1309,1001,1004,753,793,961,804,464,400,534
PBANKA_0309700,1857,1308,1598,1384,537,1207,1000,971,625,884,1085,921,327,369,421
PBANKA_0309800,2674,2212,2204,1804,960,2344,1859,1917,1514,1812,2255,1957,804,823,1198
PBANKA_0309900,593,450,495,686,253,686,415,376,280,429,462,474,140,107,121
PBANKA_0310000,15278,12929,13673,12663,7265,18392,9508,9687,7492,13607,16848,13487,3862,3798,6358
PBANKA_0310100,3339,2449,2675,2975,1440,3359,2378,2167,1734,2490,3110,2495,685,604,802
PBANKA_0310200,2029,1887,2040,2099,1079,2923,1616,1385,1226,1952,2273,2028,475,449,761
PBANKA_0310300,3139,2627,3018,3258,1787,3578,4615,4556,3701,1989,2281,2144,1123,991,1246
PBANKA_0310400,2913,2614,2488,2781,1358,3243,2087,2056,1422,2374,3057,2505,1039,963,1325
PBANKA_0310500,2612,2462,2258,705,384,763,2064,2983,2234,801,1155,962,1091,899,927
PBANKA_0310600,3262,2964,3177,2527,1414,3555,2641,2795,2205,2910,3318,2861,2778,1433,2199
PBANKA_0310700,315,299,294,807,440,99,4052,3896,2849,97,136,85,416,328,356
PBANKA_0310800,5792,4604,4874,5061,2315,5520,4876,4917,3440,4832,5906,4998,3014,2451,3264
PBANKA_0310900,21070,18173,18128,27239,13038,31591,15875,17338,13331,24985,29133,24237,10043,7872,11487
PBANKA_0311000,57551,51786,51181,24877,12740,30197,52918,57579,43230,25249,30961,25624,28930,24816,33446
PBANKA_0311100,6005,4762,5214,4273,2156,5186,3903,3829,2977,3732,4301,3702,1867,1433,2017
PBANKA_0311200,5584,5242,4891,4504,2451,5091,12019,15960,10630,5149,5852,5263,8317,4259,3323
PBANKA_0311300,445,341,348,329,126,193,514,544,314,196,216,233,143,98,47
PBANKA_0311400,4131,5654,4193,587,334,20,15968,19793,13771,125,122,163,43482,26756,38726
PBANKA_0311500,5547,7466,4797,187,119,40,21496,26097,18986,147,193,147,35087,20566,28453
PBANKA_0311600,16044,16366,14193,10377,4866,11168,41853,45629,33841,10642,12651,10739,46521,28349,36869
PBANKA_0311700,20545,23215,20401,4274,1734,4195,71302,67817,47943,1254,995,1259,76899,58009,92138
PBANKA_0311800,34312,42459,29179,9048,4288,10386,197220,207463,164785,13159,18431,13499,268857,124643,141388
PBANKA_0311900,8751,8199,8395,2568,1687,3749,9666,9449,7020,3402,4364,3319,5134,4539,6161
PBANKA_0312000,257,208,257,552,320,23,1686,1690,1058,32,34,35,237,193,185
PBANKA_0312100,11338,10415,10100,4824,2385,5719,13606,12447,9575,5722,6881,5421,10433,8335,11674
PBANKA_0312200,2280,2165,2140,2021,1040,2090,2254,2300,1405,2098,2448,2131,1213,883,1057
PBANKA_0312300,3483,3184,3210,1566,889,2156,3882,3865,2685,2027,2401,2061,1882,1451,2198
PBANKA_0312400,29553,24722,24574,16627,8059,20142,22200,25436,19933,18072,22277,17729,13597,10603,14757
PBANKA_0312500,11081,10458,11010,566,276,430,10545,10867,8547,476,685,497,5793,4944,7477
PBANKA_0312600,2376,2350,2249,506,276,475,4922,5103,3642,187,285,200,3455,2274,2550
PBANKA_0312700,1422,1212,1182,4089,2468,1512,16519,17824,11630,1126,1332,1109,1486,1147,1352
PBANKA_0312800,1794,1587,1644,2161,1061,2277,1293,1373,1022,1611,1918,1606,464,491,508
PBANKA_0312900,961,582,705,737,367,640,638,634,466,602,750,741,172,161,95
PBANKA_0313000,557,406,522,701,230,523,509,465,253,446,641,521,75,74,76
PBANKA_0313100,3058,2582,2822,2918,1513,3170,2157,1986,1476,2906,3820,3203,606,586,797
PBANKA_0313200,1525,1137,1289,708,295,591,1457,1395,953,298,358,385,454,402,413
PBANKA_0313300,18255,17692,16754,4282,1915,5000,27247,25265,20538,3668,4403,3637,28705,14414,23597
PBANKA_0313400,45711,63185,54169,1782,1063,1481,330723,350558,250668,2720,3234,3251,344874,257055,305160
PBANKA_0313500,2691,2870,2740,46,13,14,5685,4821,3367,38,45,29,2630,2238,2674
PBANKA_0313600,788,877,923,17,21,2,1702,1895,1295,2,6,2,955,768,811
PBANKA_0313700,718,633,715,91,49,51,1304,1453,1209,46,42,55,527,444,448
PBANKA_0313800,29587,24786,26182,15864,7632,18930,20785,19858,15191,10704,11774,10111,8383,7971,13446
PBANKA_0313900,1580,1493,1285,1678,604,1505,2295,2215,1613,1106,1348,1219,985,655,893
PBANKA_0314000,861,763,783,419,198,369,1220,1045,750,352,455,435,789,493,440
PBANKA_0314100,4328,3885,3922,2716,1611,3839,5058,4726,3529,2788,3237,2722,4479,3044,4652
PBANKA_0314200,23830,26635,23395,3841,1793,3621,73260,64165,44706,1112,1054,1201,45536,40249,67453
PBANKA_0314300,4364,3867,3858,2235,843,2085,7050,6860,5145,1580,2053,1712,9081,5562,6625
PBANKA_0314400,2585,2183,2236,2758,1723,4018,1576,1754,1248,3348,4030,3691,574,410,508
PBANKA_0314500,16451,15057,14819,18090,13631,28602,12963,14413,11139,24343,27929,24797,6752,4941,7141
PBANKA_0314600,2121,1685,1768,3659,1244,3015,1991,2032,1225,2173,2718,2516,582,453,555
PBANKA_0314700,7594,5760,6666,3696,1676,4149,5380,6261,4892,1520,1743,1547,2028,1935,2977
PBANKA_0314800,2074,1503,1762,318,199,119,2324,2303,1666,80,128,76,941,829,1325
PBANKA_0314900,2448,2108,1919,5325,2630,6046,2113,2321,1817,5168,6666,5559,487,461,544
PBANKA_0315000,2510,1881,2221,3969,1784,5221,1496,1390,965,3616,4367,3703,452,451,625
PBANKA_0315100,4041,3584,3391,2287,1175,2824,6854,7514,5644,2596,3161,2652,6195,3321,3726
PBANKA_0315200,3033,2522,2602,3163,1713,4181,2157,2096,1761,3381,3741,3466,936,722,1066
PBANKA_0315300,5648,5511,5354,2332,1119,2442,7079,7723,5731,2247,2537,2362,7530,4570,5286
PBANKA_0315400,4194,3756,3819,2895,1437,2910,8712,9144,6827,2650,3068,2885,7707,3921,4217
PBANKA_0315410,4124,3303,3592,2456,1099,2283,2408,2696,1757,2242,2593,2448,1090,989,747
PBANKA_0315420,26,20,36,15,6,8,10,29,18,5,7,6,21,16,25
PBANKA_0315430,172,149,168,83,33,80,125,134,69,72,63,86,60,53,40
PBANKA_0315500,597,471,562,900,457,909,490,483,309,592,542,580,100,137,156
PBANKA_0315600,10851,11169,10203,11394,8431,16957,17528,20750,16429,14063,16455,14475,20462,12737,16971
PBANKA_0315700,904,666,855,370,128,278,931,816,485,182,212,211,176,199,106
PBANKA_0315800,7096,7064,6754,3344,2168,4009,9327,9157,6995,2264,2837,2379,3428,2896,4888
PBANKA_0315900,5975,5570,5135,6944,3764,8897,5733,5338,4077,6329,7695,7072,3448,2728,4131
PBANKA_0316000,22387,18268,19826,5804,2326,6254,20978,21614,16055,3803,4139,3551,9289,8641,12389
PBANKA_0316100,5295,4408,4865,3944,1331,2645,13346,12441,9235,3163,3321,3691,9523,5494,3756
PBANKA_0316200,100943,100432,84325,112855,55143,150116,300667,406154,312571,152482,195014,153252,395541,204980,225582
PBANKA_0316300,8651,8150,8375,2502,987,2248,23627,22161,16587,2370,2941,2813,17880,10305,5891
PBANKA_0316400,4977,3575,4240,3435,1726,4243,2885,2942,2018,2723,3026,2796,1047,1012,1527
PBANKA_0316500,666,940,662,365,169,395,9484,14209,10459,480,579,499,6592,3787,2734
PBANKA_0316600,18668,17217,17604,1557,540,1362,28401,25880,19548,1073,1234,1180,31076,24444,29322
PBANKA_0316650,187,138,164,26,18,18,360,368,271,8,9,4,250,201,259
PBANKA_0316700,2555,2072,2291,3357,1829,4811,1416,1319,1065,3255,4529,3654,529,369,447
PBANKA_0316800,14509,12601,12194,26941,14274,36022,7860,8518,6542,22843,25947,22575,3367,2708,4224
PBANKA_0316821,0,8,3,451,225,551,1203,1718,1171,0,8,0,0,0,2
PBANKA_0316841,14,4,2,2277,1078,3251,2917,3968,2796,9,10,22,7,18,1
PBANKA_0316861,490,425,435,389,211,406,243,270,177,958,1302,939,95,63,75
PBANKA_0316900,52,58,50,218,126,239,116,156,117,107,155,92,42,31,60
PBANKA_0316921,6,2,11,22,5,26,16,13,10,5,5,4,12,5,6
PBANKA_0316941,1,3,7,6,4,7,7,3,3,7,12,9,0,0,0
PBANKA_0316961,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
PBANKA_0316981,54,51,49,66,31,49,3100,2902,2516,18,32,31,1455,777,1142
PBANKA_0317001,12,2,12,39,18,45,19,22,26,8,15,18,7,8,3
PBANKA_0317021,44,45,50,173,106,217,135,214,111,123,141,103,40,35,29
PBANKA_0317041,164,155,116,175,145,215,143,143,115,231,277,246,46,34,35
PBANKA_0317061,1067,1017,787,1918,1062,2411,27378,43602,33065,461,666,640,5314,3318,3496
PBANKA_0317081,133,82,118,480,262,687,298,278,182,120,116,102,29,26,46
PBANKA_0317091,5,4,5,14,9,16,2,6,2,2,3,3,1,3,6
PBANKA_0317101,51,47,55,42,24,69,35,54,41,73,90,69,10,3,6
PBANKA_0317121,39,34,38,318,129,375,630,546,438,51,57,49,199,97,129
PBANKA_0317141,18,22,16,1429,927,1872,5359,6227,5193,14,18,28,46,40,39
PBANKA_0317161,7,6,3,468,299,463,12796,17327,13819,0,0,23,108,46,58
PBANKA_0317181,2,2,2,112,75,197,145,408,123,0,0,1,18,9,3
