gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBANKA_1003500,1998.1048964852787,-1.4141184443863224,0.1263652829516776,-11.19071956596722,4.527444322522037e-29,2.017162639281247e-28
PBANKA_1003800,15090.22115991327,-1.9829315067056434,0.1152780327208617,-17.201295510543485,2.5966050910942573e-66,3.1440305408873053e-65
PBANKA_1004000,5254.703147264346,-2.519255547015137,0.13657158506091183,-18.446410692909012,5.572560389308768e-76,8.240343610167506e-75
PBANKA_1004200,1738.799874814762,-1.81942395935981,0.13542874882553085,-13.434547502936203,3.793802284987562e-41,2.3983914691088446e-40
PBANKA_1006000,2944.1696188548417,-2.5626140287634134,0.1335990738686702,-19.181375697877215,5.296042957690323e-82,8.791431309765937e-81
PBANKA_1006500,1432.6121888933037,-1.7648681758485398,0.13512225232353206,-13.061269668764849,5.48060226204336e-39,3.2870838275612043e-38
PBANKA_1006900,2860.407083927645,-1.798762461963102,0.13790993469992188,-13.043023085153568,6.964000561676177e-39,4.152577855201113e-38
PBANKA_1007000,7891.551384256564,-1.8440898925591591,0.16122084998864708,-11.438284146802458,2.691559883662039e-30,1.2568754229877362e-29
PBANKA_1007300,3836.2115689712596,-1.147000297710057,0.12545966739115114,-9.14238273989683,6.109119224394537e-20,2.0217059504009186e-19
PBANKA_1007600,3555.1540332812033,-1.345705599406301,0.10625597220768947,-12.664752591750469,9.271219974429308e-37,5.2141746435424284e-36
PBANKA_1007800,2684.6855442239143,-1.4898477256328035,0.14569590499599486,-10.22573507247001,1.5206982001390535e-24,5.8453250361666915e-24
PBANKA_1008000,3639.922856454969,-1.4587198402063373,0.1315741889456434,-11.086671724109742,1.4560482598634981e-28,6.355236934060697e-28
PBANKA_1008100,5573.47516477338,-1.3287138469052666,0.1048214398290562,-12.675974009440681,8.035430681036553e-37,4.5241057204172975e-36
PBANKA_1008400,2549.5612114925634,-2.0719486948049224,0.13183423161245095,-15.716317905168715,1.169243110991471e-55,1.097979023569728e-54
PBANKA_1008800,15773.298158437077,-1.2393077541915216,0.10753591994661144,-11.524593408479726,9.917929006170868e-31,4.703932042926755e-30
PBANKA_1009000,1724.1909894438556,-2.5576187707845834,0.14506071221515188,-17.63136780268362,1.415020232347226e-69,1.8204235289147064e-68
PBANKA_1009800,2343.144077643034,-1.5923421336187955,0.12953600751714733,-12.292660273692698,9.91872707771075e-35,5.251210858220115e-34
PBANKA_1010000,15847.706981215684,-3.0594491491359235,0.1334633789773146,-22.92351034852753,2.7084026216783003e-116,7.700243033788139e-115
PBANKA_1010100,1900.1558013710703,-2.2395849167816264,0.15659982807260714,-14.301324237362815,2.1468515596316474e-46,1.5759911734471408e-45
PBANKA_1010500,25462.029106464906,-1.63274974146873,0.13193478350720375,-12.375430482133474,3.549858738916674e-35,1.9028721948401256e-34
PBANKA_1010700,1061.6487848094455,-1.2932505891154655,0.13973790348920842,-9.254830341828763,2.1457089862510662e-20,7.221594796107252e-20
PBANKA_1010800,8300.03599860021,-2.0734730232858714,0.10560283219250825,-19.634634604364038,7.824158930782238e-86,1.3648515884001828e-84
PBANKA_1012800,8415.268300246471,-1.6260371562142606,0.10380202889828001,-15.664791656506859,2.6329102856310762e-55,2.4412533927671206e-54
