gene,ERR022872,ERR022873,ERR022874,ERR022875,ERR022876,ERR022877,ERR022878,ERR022879,ERR022880,ERR022881,ERR022882,ERR022883
gene:Smp_174230,3234,990,1117,2350,3754,6951,4571,4625,5922,4507,4089,4970
gene:Smp_174240,2863,1081,847,1791,3250,5553,4077,8786,6219,6163,5015,6047
gene:Smp_174250,0,0,1,0,0,9,2,0,0,1,0,0
gene:Smp_174260,40,100,84,66,309,117,91,640,285,150,205,215
gene:Smp_174300,68,125,39,34,151,115,131,604,960,795,731,914
gene:Smp_174310,2233,996,848,1700,3274,3851,2700,6807,6068,5089,4368,4672
gene:Smp_174320,218,87,308,205,1032,791,587,2316,1025,708,677,937
gene:Smp_174350,116,64,14,283,44,217,151,90,175,189,195,176
gene:Smp_174370,283,623,202,155,819,479,434,1009,983,915,822,816
gene:Smp_174380,117,106,39,170,230,243,196,319,394,574,407,485
gene:Smp_174390,1498,1533,724,952,2290,2125,1419,2288,1520,1891,930,1380
gene:Smp_174410,289,274,117,103,500,542,393,615,1209,1280,928,1304
gene:Smp_174420,39,204,32,41,174,355,224,426,759,346,440,640
gene:Smp_174450,250,929,118,124,536,436,257,1678,2482,3401,3614,3596
gene:Smp_174490,158,722,146,88,634,548,316,2618,2406,2432,1930,2260
gene:Smp_174510,1712,357,1036,491,3648,688,528,3792,420,362,315,392
gene:Smp_174520,22,0,6,48,23,38,66,0,0,0,2,2
gene:Smp_174580,1268,4795,816,823,3261,2904,2228,7346,6673,7040,6311,6384
gene:Smp_174610,22,10,28,11,97,37,27,398,438,285,334,329
gene:Smp_174630,56,394,28,44,120,92,53,146,280,272,285,340
gene:Smp_174660,136,183,75,71,329,536,393,919,1728,1132,1457,1541
gene:Smp_174670,573,1836,386,478,1491,1987,1245,3430,6093,6486,6185,6528
gene:Smp_174680,86,99,30,34,200,190,134,676,1523,1191,1070,1415
gene:Smp_174690,377,218,170,157,565,585,461,2042,3660,3723,3420,3834
gene:Smp_174700,6,18,11,2,34,34,9,356,283,265,280,315
gene:Smp_174710,155,39,60,94,277,487,313,978,1488,1365,1044,1297
gene:Smp_174720,1532,1014,311,1473,981,532,793,215,269,220,202,275
gene:Smp_174780,18,80,10,24,30,47,42,0,102,69,63,87
gene:Smp_174800,1107,1500,706,841,2437,2361,1526,3375,2845,2603,2045,2214
gene:Smp_174810,7,457,6,8,31,54,53,246,719,745,564,727
gene:Smp_174850,4006,2081,1255,3459,4125,5435,4597,2251,2451,2186,2289,2265
gene:Smp_174870,1017,334,442,1133,1699,2470,2063,6105,2632,2368,2052,2131
gene:Smp_174880,127,46,40,101,78,449,401,159,133,241,179,154
gene:Smp_174890,2070,1842,887,1342,3310,4013,3075,6672,4794,4455,3682,4425
gene:Smp_174920,644,34,94,408,301,776,554,613,658,527,393,574
gene:Smp_174950,3997,7483,2557,3745,8249,4941,4166,2130,3518,3778,3265,2733
gene:Smp_174960,11620,5438,4424,10004,15172,22084,14726,19191,15029,15667,11968,14165
gene:Smp_174990,3428,1679,773,1717,2820,4744,3260,5876,6619,5715,5334,5931
gene:Smp_175020,3,8,1,2,13,0,1,74,186,203,275,233
gene:Smp_175090,1009,3153,337,837,1086,1558,935,1316,2033,1871,1556,2100
gene:Smp_175150,2,0,2,0,1,9,1,0,1,0,1,0
gene:Smp_175190,0,0,0,0,0,0,0,0,0,1,6,3
gene:Smp_175200,1033,739,564,859,2243,3311,2258,3235,3257,2118,2239,2709
gene:Smp_175210,353,881,241,306,992,1136,686,752,533,658,589,545
gene:Smp_175230,180,399,45,118,255,644,440,104,367,283,296,337
gene:Smp_175240,4,0,5,14,52,108,54,92,3,5,7,9
gene:Smp_175270,108,181,103,297,395,659,378,6681,4260,2732,2639,3413
gene:Smp_175310,108,70,109,107,520,866,666,2221,707,887,757,870
gene:Smp_175340,2146,388,588,2476,2478,5979,4186,6151,3907,2904,2906,3458
gene:Smp_175390,12,34,13,9,27,55,14,132,576,367,503,698
gene:Smp_175400,8,0,4,0,14,2,0,3,1,0,0,1
gene:Smp_175410,19,6,8,71,41,126,114,44,247,162,172,154
gene:Smp_175420,345,1299,236,291,779,447,455,1252,2902,2102,1629,2166
gene:Smp_175430,1831,2389,1104,1428,4197,3723,2365,5405,6904,6323,4934,5756
gene:Smp_175440,0,0,0,0,4,1,0,0,0,0,0,0
gene:Smp_175500,10,0,36,8,164,94,62,292,204,142,148,199
gene:Smp_175510,146,463,69,315,270,632,597,505,3548,3155,3336,3660
gene:Smp_175550,196,351,102,211,363,518,337,195,178,132,178,175
gene:Smp_175570,573,1673,275,402,1129,1188,1059,1309,1764,1647,1379,1550
gene:Smp_175580,155,147,130,186,628,535,369,1850,2455,1634,2000,2286
gene:Smp_175590,350,243,95,100,485,611,394,1238,1883,1643,1303,1618
gene:Smp_175610,220,299,114,132,485,871,498,1579,2057,2130,1659,1987
gene:Smp_175630,13,21,30,11,103,55,67,47,15,19,19,26
gene:Smp_175640,1367,1505,737,836,2955,3425,2262,13191,16284,15852,15674,16356
gene:Smp_175660,2073,1727,975,2603,3686,5173,3489,6957,4970,3875,4042,4238
gene:Smp_175680,219,365,244,184,889,2364,1418,2927,1722,1245,1040,1626
gene:Smp_175710,45,7,20,22,55,135,105,189,216,230,161,231
gene:Smp_175740,3671,5450,1836,3269,6485,10539,8167,1940,3012,2673,2719,2376
gene:Smp_175780,1185,968,798,584,3155,2092,1788,15223,8247,6386,6147,6769
gene:Smp_175810,953,549,358,555,1565,3200,2254,2753,3211,3165,2848,3299
gene:Smp_175840,677,687,288,482,938,1230,1025,1888,2519,2590,2181,2699
gene:Smp_175860,308,92,112,106,426,720,420,437,781,624,728,729
gene:Smp_175880,0,0,0,0,0,4,0,0,0,0,0,0
gene:Smp_175900,954,289,601,923,2255,2764,1992,9381,3928,3333,3980,4173
gene:Smp_175910,4081,3382,2216,3710,7644,10714,7922,7299,3881,3830,2682,3245
gene:Smp_175920,1649,1497,663,1066,2474,3983,2736,6752,5425,6444,4715,5713
gene:Smp_175930,351,445,147,373,437,1200,932,1983,4465,4352,4904,5159
gene:Smp_175950,463,355,222,254,797,1143,879,1700,3390,2779,2616,3116
gene:Smp_175980,76,776,30,44,100,163,124,106,216,231,297,406
gene:Smp_176000,170,175,57,121,182,303,226,346,389,280,333,323
gene:Smp_176010,47,60,10,10,44,73,47,127,182,134,145,180
gene:Smp_176020,533,346,432,130,1608,862,760,2341,3683,2448,3760,3366
gene:Smp_176040,503,315,206,426,986,1143,920,2346,2784,2924,2517,2814
gene:Smp_176050,876,204,525,352,1701,2077,1068,2229,1322,1430,1277,1232
gene:Smp_176070,858,678,711,655,2816,4302,2818,9216,7298,5679,5773,6596
gene:Smp_176080,11678,9095,3260,14349,12341,37085,25871,18382,21920,26241,26864,26986
gene:Smp_176090,464,241,190,565,769,1433,831,1604,2832,2663,1862,2242
gene:Smp_176100,188,76,58,270,221,522,339,760,2583,1882,2380,2603
gene:Smp_176110,849,3312,2356,1435,10649,4985,3366,51454,13171,15465,12620,14236
gene:Smp_176140,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_176150,168,310,111,82,367,238,284,619,1426,1352,1268,1368
gene:Smp_176160,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_176170,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_176180,0,0,6,0,46,0,1,0,0,0,0,0
gene:Smp_176200,942,4998,512,609,1801,1565,1288,1757,3413,4188,3014,3185
gene:Smp_176230,1618,1701,836,1109,2815,4421,3250,6691,6524,6797,5976,6332
gene:Smp_176260,57,296,25,8,65,124,48,44,128,103,97,62
gene:Smp_176270,189,116,119,135,465,418,251,1674,1273,1560,1624,1557
gene:Smp_176290,425,402,177,270,677,635,379,1496,1485,1300,1111,1313
gene:Smp_176300,116,58,38,129,114,344,304,93,99,97,101,95
gene:Smp_176310,352,221,95,255,350,732,532,993,1162,972,893,1134
gene:Smp_176340,2596,1739,1197,2159,4293,4742,3329,8798,6322,7163,5384,6465
gene:Smp_176350,670,472,139,857,515,1726,1076,637,1465,1327,1194,1478
gene:Smp_176370,1455,2137,472,861,1678,2324,1571,5929,5819,4870,4422,5073
gene:Smp_176380,567,396,233,383,920,1459,1018,2085,1850,1788,1818,2138
gene:Smp_176390,59,87,18,74,100,245,169,392,1103,1006,817,853
gene:Smp_176410,276,167,87,175,301,656,335,793,974,839,836,1038
gene:Smp_176420,1495,816,712,1105,2672,4054,3021,6586,6737,5880,5300,6240
gene:Smp_176430,42,104,34,21,128,129,125,738,730,735,613,657
gene:Smp_176440,1564,872,406,1123,1490,3544,2598,2737,3966,3197,3211,3620
gene:Smp_176460,207,150,139,113,504,481,382,720,1015,729,738,743
gene:Smp_176490,458,204,148,264,662,781,588,1215,1185,1446,1045,1167
gene:Smp_176540,423,453,345,246,1374,882,634,4662,10011,8502,8574,10070
gene:Smp_176570,222,40,30,52,104,272,119,147,61,68,101,58
gene:Smp_176580,3923,1335,1326,2672,5167,7149,5143,13018,11076,9951,9233,10287
gene:Smp_176600,891,674,301,477,1514,1805,1042,4823,4278,3584,4169,3840
gene:Smp_176620,1534,680,650,1346,2659,4031,2586,6197,5322,5339,4386,4854
gene:Smp_176630,250,268,116,152,309,508,316,1094,883,954,702,872
gene:Smp_176640,211,611,192,160,791,468,321,1442,1744,1479,1318,1563
gene:Smp_176650,196,89,103,186,455,559,397,1357,710,760,827,932
gene:Smp_176700,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_176710,168,220,105,219,464,558,374,1243,2120,2019,2320,2121
gene:Smp_176720,76,122,154,32,610,177,133,1084,475,451,483,524
gene:Smp_176740,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_176750,760,630,245,619,1044,2093,1418,3137,3175,3268,3522,3527
gene:Smp_176760,294,302,133,311,601,690,574,1648,1709,1442,1556,1592
gene:Smp_176780,167,66,50,135,190,402,281,323,1146,1009,1356,1283
gene:Smp_176810,600,1062,169,345,576,739,554,1349,3568,3227,2911,3309
gene:Smp_176820,79,26,7,82,90,282,111,731,742,594,595,659
gene:Smp_176840,1386,933,510,925,1934,3000,2061,4604,5487,4627,3934,4576
gene:Smp_176850,153,24,8,157,72,146,117,20,50,35,20,25
gene:Smp_176910,580,711,378,765,1372,2309,1612,356,144,150,223,227
gene:Smp_176930,794,811,986,319,3665,2638,1912,8138,4718,4331,3410,4180
gene:Smp_176940,922,397,763,309,3433,2011,1426,5061,4185,3644,2471,3010
gene:Smp_176950,5,3,4,7,28,38,17,100,255,191,282,281
gene:Smp_176960,286,232,73,93,257,377,324,512,864,744,588,706
gene:Smp_176980,109,8,27,14,171,404,406,35,15,35,29,13
gene:Smp_177010,4,12,0,4,1,4,0,0,14,5,22,0
gene:Smp_177020,814,317,415,1047,1918,3067,2010,3741,4077,3741,4281,4411
gene:Smp_177040,589,372,261,417,991,1239,861,2190,3229,3042,2880,3158
gene:Smp_177060,1081,502,698,693,2852,2424,1736,7438,9047,6301,5878,7105
gene:Smp_177080,755,1050,518,472,1940,1467,1114,2664,2169,2403,1970,2318
gene:Smp_177100,7,0,4,12,26,30,19,19,16,19,33,21
gene:Smp_177120,197,175,116,93,386,442,343,507,986,934,788,772
gene:Smp_177180,684,697,306,806,1064,2110,1268,1067,889,811,655,786
gene:Smp_177290,0,0,1,0,2,0,0,0,1,0,0,0
gene:Smp_177720,2,0,0,0,2,0,0,0,4,6,0,0
gene:Smp_177780,3,0,0,1,1,5,4,8,21,77,73,77
gene:Smp_177790,357,569,165,234,532,689,506,1315,1107,1202,999,1180
gene:Smp_178170,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_178230,56,21,20,67,55,162,118,12,90,64,49,88
gene:Smp_178300,2,4,2,2,7,2,0,0,11,2,9,7
gene:Smp_178360,222,225,154,130,500,610,411,729,1141,1097,868,989
gene:Smp_178410,1861,553,586,1855,2212,4473,2929,3606,3136,3170,2818,3092
gene:Smp_178420,0,0,0,0,3,1,0,0,2,0,0,0
gene:Smp_178490,169,224,78,133,361,485,425,1271,1743,2029,1688,1911
gene:Smp_178700,603,390,197,280,822,973,607,1766,2408,1934,1499,1864
gene:Smp_178710,413,268,73,412,302,722,450,256,674,509,556,490
gene:Smp_178740,1005,458,269,771,882,1484,1070,306,1272,1378,1063,1238
gene:Smp_178750,1227,1077,399,843,1237,1724,1294,1902,2168,1946,1498,1918
gene:Smp_178760,0,1,0,0,0,0,1,1,0,0,5,0
gene:Smp_178780,15,3,5,3,42,10,10,92,189,145,186,152
gene:Smp_178810,816,1898,414,441,1666,2554,1418,2870,4257,3150,3271,3915
gene:Smp_178850,7632,3751,2134,4185,7827,11793,8427,20905,18703,15016,14364,16891
gene:Smp_178990,521,846,907,609,4130,2752,1791,12547,6156,6466,5094,5826
gene:Smp_179000,2145,1446,1260,1544,3904,4915,3466,4385,4167,3886,3451,3247
gene:Smp_179010,475,490,289,337,956,968,593,1244,1967,2078,1632,1983
gene:Smp_179070,4055,1727,760,3124,3008,6673,4788,6577,8611,7259,7860,8610
gene:Smp_179080,223,297,135,142,467,1121,873,311,488,499,470,477
gene:Smp_179110,821,41,233,749,815,2556,2326,2311,816,658,536,726
gene:Smp_179130,286,298,107,204,409,375,248,403,435,421,385,474
gene:Smp_179180,4798,8862,2492,2723,8653,8640,6763,9378,12079,19868,16058,16765
gene:Smp_179200,6,4,8,6,37,58,57,0,6,0,1,12
gene:Smp_179250,2,67,0,0,3,2,0,1,2,0,0,0
gene:Smp_179270,3855,3776,2309,2338,7793,10843,7497,5782,7005,6975,6109,6625
gene:Smp_179290,961,334,413,825,1727,2489,1520,5514,4497,4060,4703,4943
gene:Smp_179300,66366,41130,27564,52396,90932,97580,85961,16899,16597,26734,13215,21897
gene:Smp_179320,2010,920,197,1719,621,2427,1719,1111,1856,1607,1182,1579
gene:Smp_179350,7405,4353,3669,7913,14836,23032,14807,30270,24146,25278,19802,20572
gene:Smp_179360,1355,1728,637,707,2315,3533,2555,5632,16472,14182,13430,15955
gene:Smp_179380,262,116,80,147,201,643,384,310,223,250,216,220
gene:Smp_179390,0,4,0,0,0,1,0,0,0,2,0,0
gene:Smp_179400,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_179440,2,0,0,0,2,0,0,11,0,0,0,0
gene:Smp_179460,7160,2917,1240,7612,3804,24896,11481,345,239,188,206,152
gene:Smp_179490,78,579,161,90,585,390,249,1718,3226,3177,2720,3148
gene:Smp_179560,237,221,130,164,627,663,448,1427,2396,2090,2290,2592
gene:Smp_179580,0,0,2,0,9,0,0,1,0,1,0,0
gene:Smp_179590,960,962,548,656,2020,2246,1458,6234,4869,3710,3061,3949
gene:Smp_179600,0,9,0,0,0,0,1,10,0,0,0,0
gene:Smp_179610,1861,5296,785,1139,2823,3773,2483,5835,8669,6887,7406,8787
gene:Smp_179620,118,97,38,134,111,334,301,148,185,190,134,210
gene:Smp_179650,12200,6848,3349,9279,10868,25952,23952,7080,4658,5885,4530,4366
gene:Smp_179660,662,474,524,950,2714,1773,1186,10959,4928,3280,3042,3732
gene:Smp_179710,84,2164,48,27,156,90,54,245,174,203,161,237
gene:Smp_179720,2484,2753,1031,1877,3803,4983,3742,8076,3945,3782,3403,3365
gene:Smp_179740,96,98,71,85,323,310,221,1723,6639,6032,4850,5837
gene:Smp_179810,12996,18233,3258,19513,11630,23858,15858,9958,21950,16316,17091,19045
gene:Smp_179890,702,669,283,478,1086,1270,808,1549,1504,1370,1100,1163
gene:Smp_179910,825,1954,730,566,2435,2397,1589,6200,4229,3143,2742,3403
gene:Smp_179930,575,177,197,336,623,1218,938,2278,1975,1607,2073,1984
gene:Smp_179940,62,14,16,25,65,153,59,144,720,633,531,714
gene:Smp_179960,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_179970,35,47,8,22,34,3,8,14,2,3,13,1
gene:Smp_180000,0,2,0,2,0,0,1,1,0,2,2,1
gene:Smp_180020,196,56,69,90,346,351,267,826,2239,1647,1700,2093
gene:Smp_180030,0,0,0,0,5,1,0,9,0,0,0,0
gene:Smp_180040,948,1059,322,601,1357,2055,1340,1968,3391,2304,2264,2893
gene:Smp_180060,533,1084,271,563,937,1164,826,932,1018,854,622,756
gene:Smp_180070,1671,1392,616,1252,2383,1988,1430,6528,3702,3131,2599,3115
gene:Smp_180140,8,0,4,6,31,6,0,42,2,6,4,4
gene:Smp_180150,6585,2029,1300,7763,4940,15742,10535,14179,11879,9741,9309,9990
gene:Smp_180160,778,965,410,532,1695,2031,1504,4896,3101,3429,2815,3394
gene:Smp_180170,1003,1449,598,853,2027,1884,1375,1751,1087,1324,909,1191
gene:Smp_180180,719,656,185,320,587,1597,1078,682,1995,2082,1549,1848
gene:Smp_180190,70,380,18,24,100,74,57,445,743,591,641,740
gene:Smp_180200,1080,1036,659,1019,2416,4035,2668,7218,8479,6374,5885,6794
gene:Smp_180240,677,1368,155,753,671,814,660,1940,2180,2073,1616,1991
gene:Smp_180260,0,3,0,0,0,0,3,0,0,0,0,0
gene:Smp_180310,0,0,0,0,0,0,0,0,0,0,0,0
gene:Smp_180320,0,0,0,0,0,0,2,0,0,1,0,2
gene:Smp_180330,0,2,0,0,1,0,1,0,0,0,4,0
gene:Smp_180340,8,0,14,0,54,0,3,47,24,54,12,19
gene:Smp_180350,37,20,8,55,53,121,103,74,68,104,85,89
gene:Smp_180360,671,392,210,296,783,1579,1283,1305,1342,771,827,926
gene:Smp_180370,1399,768,450,760,1589,2279,1499,3273,1953,2502,1750,2067
gene:Smp_180380,1000,400,226,169,815,1744,1378,3133,3641,3132,2561,2643
gene:Smp_180390,315,425,109,216,476,637,367,675,932,793,899,729
gene:Smp_180400,2191,1272,863,1496,2996,3060,1942,10672,9015,9458,10431,9850
gene:Smp_180430,54,55,4,46,16,216,151,178,64,92,82,95
gene:Smp_180470,1139,1277,582,724,2376,1949,1441,4733,4380,3363,3080,3644
gene:Smp_180480,382,612,204,274,863,955,712,1562,1586,1549,1802,1418
gene:Smp_180500,73,66,10,60,48,97,104,233,151,132,184,145
gene:Smp_180520,956,770,407,603,1570,2635,1806,4427,5961,5513,5281,6120
gene:Smp_180540,1468,791,607,1449,2297,4181,2524,7802,5797,5206,4781,5328
gene:Smp_180570,112,20,113,145,623,391,342,1026,447,367,466,387
gene:Smp_180580,20,17,6,5,32,68,28,22,198,196,169,203
gene:Smp_180590,41,19,6,24,27,57,61,18,58,55,56,39
